MATRICULA,CATEGORIA,LABORATÓRIO,DATA,Dia_Semana,HORÁRIO
UC24100903,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC24101460,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC24200047,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC24100943,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC23101270,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC24102085,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC24200486,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC20105234,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC23101491,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC24100243,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC23100746,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC24200618,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC24200063,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC23100631,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC24201879,DESIGNER,M113,18/10/2024,sexta-feira,14:00 - 15:00
UC22200736,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24100849,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24202867,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23200994,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24100031,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23100360,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23102804,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23102986,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23101014,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24200454,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24202502,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24101541,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24100036,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC22200697,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23200227,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23200558,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24100080,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23102060,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23100290,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24100336,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23201132,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23200970,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24202792,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24103253,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24200586,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC24200442,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
UC23200072,DESIGNER,M114,18/10/2024,sexta-feira,14:00 - 15:00
